"recording.title","recording.artist.credit.phrase","number"
"Stuck (Thunderpuss Radio Remix)","Stacie Orrico",1
"Stunt 101","Young Buck feat. G‐Unit",1
"Stunt 101 (Cookin Soul remix)","G‐Unit",1
"Stunt 101 (DJ Inko remix)","G‐Unit",1
"Stunt 101 (instrumental)","G‐Unit",1
"Stunt 101 (the video)","G‐Unit",1
"Stupid Girl (live)","Cold",1
"Stupid Girl (My Life Is Long remix)","Cold",1
"Stutter","Joe featuring Mystikal",1
"Stutter","Mystikal",1
"Stutter (Double Take remix) (Allstar extended version)","Joe feat. Mystikal",1
"Stutter (remix)","Joe feat. Mystikal",1
"Suds In The Bucket","Sara Evans",1
"Suds in the Bucket (live)","Sara Evans",1
"Suga Suga (acapella)","Baby Bash feat. Frankie J",1
"Suga Suga (acoustic version)","Baby Bash & Frankie J",1
"Suga Suga (Reggae Remix) (Screwed & Chopped)","Baby Bash feat. Major Riley & Frankie J",1
"Suga Suga (Screwed & Chopped)","Baby Bash feat. Frankie J",1
"Suga Suga (Ticklish remix)","Baby Bash & Frankie J",1
"Sugarhigh (Hex Hector / Mac Quayle club vocal mix)","Jade Anderson",1
"Sugarhigh (Hex Hector / Mac Quayle radio vocal mix)","Jade Anderson",1
"Sugarhigh (Hex Hector club vocal mix)","Jade Anderson",1
"Summer Rain","Ellis Thomas",1
"Sunrise (Jason Nevins remix)","Duran Duran",1
"Sunshine","Lil Flip feat. Lea",1
"Sunshine (clean album version)","Lil’ Flip feat. Lea",1
"Sunshine (Kingpin remix)","Lil’ Flip feat. Lea",1
"Superman","Five For Fighting",1
"Superman (a cappella)","Eminem",1
"Superman (clean)","Eminem",1
"Superman (Cry Me a River remix)","Eminem",1
"Superman (Feat. Dina Rae)","Eminem",1
"Superman (SCNDL Bootleg)","Eminem",1
"Superwoman, Pt. II (album version w/rap)","Lil' Mo feat. Fabolous",1
"Superwoman, Pt. II (Soul Society remix)","Lil' Mo feat. Fabolous",1
"Survivor (5.1 mix)","Destiny’s Child",1
"Survivor (a cappella)","Destiny’s Child",1
"Survivor (DJ remix)","Destiny’s Child",1
"Survivor (Maurice's radio mix)","Destiny’s Child",1
"Survivor (remix)","Destiny’s Child",1
"Swear It Again (Rokstone mix)","Westlife",1
"Swear It Again (Rokstone Mix)","Westlife",1
"Sweet Lady (Darkchild mix w/o rap)","Tyrese",1
"Sweet Lady (DarkChild Mix)","Tyrese",1
"Sweet Lady (Darkchild remix)","Tyrese",1
"Sweet Lady (remix)","Tyrese",1
"Sweet Southern Comfort (Live)","Buddy Jewell",1
"Sweetest Thing (demo)","U2",1
"Sweetest Thing (single mix)","U2",1
"Sweetest Thing (the single mix)","U2",1
"Swing Swing (Chris Lord-Alge remix)","The All‐American Rejects",1
"Swing, Swing (Full Length remix)","The All‐American Rejects",1
"Swing, Swing (live)","The All‐American Rejects",1
"Swing, Swing (radio edit remix)","The All‐American Rejects",1
"Swing, Swing (radio edit)","The All‐American Rejects",1
"Sympathy for the Devil (Sympathy for the Devil)","The Rolling Stones",1
"Ta Da","Lil’ Mo",1
"Take A Message","Remy Shand",1
"Take a Message (instrumental)","Remy Shand",1
"Take A Picture","Filter",1
"Take Away","Missy Elliott feat. Ginuwine & Tweet",1
"Take It to da House","Trick Daddy feat. The SNS Express",1
"Take It to da House","Trick Daddy featuring The Slip‐n‐Slide Express",1
"Take Me Home","Terror Squad",1
"Take Me Home (edit)","Terror Squad",1
"Take Me There","Blackstreet & Mýa feat. Ma$e & Blinky Blink",1
"Take Me There","Blackstreet & Mya feat. Mase & Blinky Blink",1
"Take Me There (album version)","Blackstreet & Mya feat. Mase & Blinky Blink",1
"Take Me There (Big Yams remix)","Blackstreet & Mýa feat. Ma$e & Blinky Blink",1
"Take Me There (Big Yams Remix)","Blackstreet & Mýa feat. Mase & Blinky Blink",1
"Take Me There (from the Rugrats Movie)","Blackstreet, Mýa, Mase & Blinky Blink",1
"Take Me There (instrumental)","Blackstreet & Mya feat. Ma$e & Blinky Blink",1
"Take Me There (Thugrats remix)","Blackstreet & Mya feat. Mase & Blinky Blink",1
"Take Me There (Want U Back mix)","Blackstreet & Mýa feat. Ma$e & Blinky Blink",1
"Take Me There (Want U Back mix)","Blackstreet & Mya feat. Mase & Blinky Blink",1
"Take My Breath Away (5.1 mix)","Jessica Simpson",1
"Take My Breath Away (Eddie's Late Night club mix)","Jessica Simpson",1
"Take My Breath Away (Eddie’s Late Night club mix)","Jessica Simpson",1
"Take My Breath Away (live from Universal Amphitheater)","Jessica Simpson",1
"Take My Breath Away (The Passengerz Hour Glass mix)","Jessica Simpson",1
"Take That","Torrey Carter feat. Missy “Misdemeanor” Elliott",1
"Take That","Torrey Carter feat. Missy Elliott",1
"Take That (amended version)","TC feat. Missy Elliott",1
"Take Ya Home","Lil Bow Wow",1
"Take Ya Home (DV8 remix)","Bow Wow",1
"Take Ya Home (instrumental)","Lil' Bow Wow",1
"Take Ya Home (LP version)","Lil' Bow Wow",1
"Take Ya Home (radio edit)","Lil' Bow Wow",1
"Take You Home (Amended version)","Angie Martinez feat. Kelis",1
"Take You Home (amended)","Angie Martinez feat. Kelis",1
"Take You Home (Just Blaze remix a cappella)","Angie Martinez feat. Fabolous & Kelis",1
"Take You Home (Just Blaze remix edited version)","Angie Martinez feat. Fabolous & Kelis",1
"Take You Home (Just Blaze remix explicit version)","Angie Martinez feat. Fabolous & Kelis",1
"Take You Out (Allstar remix)","Luther Vandross",1
"Taking You Home (radio edit)","Don Henley",1
"Tal Vez","Ricky Martin",1
"Tal vez (radio edit)","Ricky Martin",1
"Talk About Our Love","Kanye West",1
"Talk About Our Love (bucaneroestilo remix)","Brandy feat. Kanye West",1
"Talk About Our Love (extended mix)","Brandy feat. Kanye West",1
"Talk Show Shhh!","Shae Jones",1
"Talkin' to Me (edit)","Amerie",1
"Talkin' to Me (Mark Ronson Sunshine Remix Instrumental)","Amerie",1
"Talkin' to Me (Mark Ronson Sunshine remix)","Amerie",1
"Talkin' to Me (Mark Ronson Sunshine Remix)","Amerie",1
"Talkin' to Me (Mark Ronson Sunshine remix) (no loop)","Amerie",1
"Talkin' to Me (remix)","Amerie",1
"Talkin' to Me (Track Masters Instrumental)","Amerie",1
"Talkin' to Me (Track Masters remix)","Amerie",1
"Talkin' to Me (Track Masters Remix)","Amerie",1
"Talkin to Me","Amerie",1
"Talkin’ to Me","Amerie",1
"Tear It Up","Lil’ Flip feat. Yung Wun, DMX & David Banner",1
"Tear It Up","Yung Wun feat. DMX, Lil' Flip & David Banner",1
"Tear It Up","Yung Wun feat. DMX, Lil’ Flip & David Banner",1
"Tell Her (AC mix)","Lonestar",1
"Tell Me (remix)","Smilez feat. Southstar",1
"Tell Me (What's Goin' on)","Smilez and Southstar",1
"Tell Me (What's Goin' On)","Smilez and Southstar",1
"Tell Me (What's Goin'On)","Smilez and Southstar",1
"Tell Me (What’s Goin’ on)","Smilez and Southstar",1
"Tell Me Something Bad About Tulsa","George Strait",1
"Tempted to Touch","Zaeden feat. Rupee",1
"Tempted to Touch (DJ Volume club mix)","Rupee",1
"Tempted to Touch (Eric S. club mix)","Rupee",1
"Tempted to Touch (Ford club mix)","Rupee",1
"Tempted to Touch (Lenny B. club mix)","Rupee",1
"Tempted to Touch (reggaeton remix)","Rupee",1
"Ten Rounds with Jose Cuervo","Tracy Byrd",1
"Ten Rounds With Jose Cuervo (Live version)","Tracy Byrd",1
"Ten Rounds With Jose Cuervo (Recall mix)","Tracy Byrd",1
"Thank You (acoustic)","Dido",1
"Thank You (Deep Dish edit)","Dido",1
"Thank You (Deep Dish vocal remix)","Dido",1
"Thank You (Deep Dish vocal)","Dido",1
"Thank You (live acoustic)","Dido",1
"Thank You (radio edit)","Dido",1
"Thank You (Skinny mix)","Dido",1
"Thank You (trance mix)","Dido",1
"Thank You for Loving Me (live)","Bon Jovi",1
"Thank You in Advance","Boyz II Men",1
"Thank You In Advance","Boyz II Men",1
"That's How I Beat Shaq","Aaron Carter",1
"That's Just Jessie (Acoustic)","Kevin Denney",1
"That's the Way (Steel & Holliday remix)","Jo Dee Messina",1
"That's the Way It Is","Céline Dion",1
"That's The Way It Is (Metro Edit)","Céline Dion",1
"That's The Way It Is (Metro Edit) (Alt. Mix)","Céline Dion",1
"That's What I'm Looking For","Da Brat",1
"That Other Woman (album edit)","Changing Faces",1
"That Other Woman (Joe remix)","Changing Faces",1
"That Other Woman (Sunship remix)","Changing Faces",1
"That’d Be Alright","Alan Jackson",1
"That’s How I Beat Shaq","Aaron Carter",1
"That’s the Way It Is (5.1 mix)","Céline Dion",1
"That’s the Way It Is (album version)","Céline Dion",1
"That’s the Way It Is (Metro club mix)","Céline Dion",1
"That’s the Way It Is (Metro mix – edit)","Céline Dion",1
"That’s When I Love You","Phil Vassar",1
"The Animal Song (7” vocal mix)","Savage Garden",1
"The Animal Song (a cappella)","Savage Garden",1
"The Animal Song (Hex Hector club mix)","Savage Garden",1
"The Animal Song (instrumental version)","Savage Garden",1
"The Animal Song (instrumental)","Savage Garden",1
"The Animal Song (International version)","Savage Garden",1
"The Animal Song (radio edit)","Savage Garden",1
"The Anthem (album version)","Good Charlotte",1
"The Anthem (Dave Jackson Ultimix)","Good Charlotte",1
"The Anthem (demo version)","Good Charlotte",1
"The Anthem (KEVIN OSMOND remix, i guess) (2020)","Good Charlotte",1
"The Anthem (live From Abbey Road Sessions)","Good Charlotte",1
"The Anthem (live From the Abbey Road Sessions)","Good Charlotte",1
"The Anthem (live from the Abby Road Sessions)","Good Charlotte",1
"The Anthem (live)","Good Charlotte",1
"The Anthem (video)","Good Charlotte",1
"The Bad Touch (video)","Bloodhound Gang",1
"The Best Man I Can Be","Ginuwine, R.L., Tyrese & Case",1
"The Boys of Summer","Ataris",1
"The Boys Of Summer","The Ataris",1
"The Boys of Summer (album version)","The Ataris",1
"The Boys of Summer (rough mix)","The Ataris",1
"The Boys Of Summer (Video)","The Ataris",1
"The Call","Backstreet Boys",1
"The Call (album version)","Backstreet Boys",1
"The Call (Earthtone III remix)","Backstreet Boys",1
"The Call (Fragma remix)","Backstreet Boys",1
"The Call (Kruger mix)","Backstreet Boys",1
"The Call (Marcus DL remix)","Backstreet Boys",1
"The Call (Neptunes remix with rap)","Backstreet Boys",1
"The Call (Neptunes remix)","Backstreet Boys",1
"The Call (Neptunes remix) (a cappella)","Backstreet Boys",1
"The Call (Neptunes remix) (instrumental)","Backstreet Boys",1
"The Call (Neptunes remix) (no rap)","Backstreet Boys",1
"The Call (Shanks & Big Foot (Kruger) remix)","Backstreet Boys",1
"The Call (Thunderpuss radio edit)","Backstreet Boys",1
"The Call (Thunderpuss radio mix)","Backstreet Boys",1
"The Call (Tom Novy remix)","Backstreet Boys",1
"The Chain of Love","Clay Walker",1
"The Chanukah Song (live)","Adam Sandler",1
"The Chanukah Song (Part 2)","Adam Sandler",1
"The Chemicals Between Us (UK edit)","Bush",1
"The Christmas Shoes","Newsong",1
"The Christmas Song (Chestnuts Roasting On an Open Fire)","Christina Aguilera",1
"The Christmas Song (Holiday remix)","Christina Aguilera",1
"The Christmas Song (Thunderpuss 2000 Holiday remix) (club version)","Christina Aguilera",1
"The Cup of Life (Crowd Noise)","Ricky Martin",1
"The Cup of Life (English radio edit)","Ricky Martin",1
"The Cup of Life (English radio mix)","Ricky Martin",1
"The Cup of Life (extended English version)","Ricky Martin",1
"The Cup of Life (extended Spanglish version)","Ricky Martin",1
"The Cup of Life (Pablo Flores mix)","Ricky Martin",1
"The Cup of Life (remix - radio edit)","Ricky Martin",1
"The Cup of Life (remix) (long version)","Ricky Martin",1
"The Cup of Life (Spanish radio edit)","Ricky Martin",1
"The Cup of Life (Spanish remix)","Ricky Martin",1
"The Cup of Life (The Dub of Life mix)","Ricky Martin",1
"The Dolphin’s Cry","Live",1
"The First Cut is the Deepest","Sheryl Crow",1
"The First Cut is the Deepest (acoustic)","Sheryl Crow",1
"The First Cut Is the Deepest (country version)","Sheryl Crow",1
"The First Cut Is The Deepest (Live)","Sheryl Crow",1
"The First Cut Is the Deepest (radio edit)","Sheryl Crow",1
"The First Cut Is The Deepest (remix)","Sheryl Crow",1
"The First Night (a cappella)","Monica",1
"The First Night (Booker T dub mix)","Monica",1
"The First Night (club mix)","Monica",1
"The First Night (instrumental)","Monica",1
"The First Night (Jermaine Dupri remix)","Monica",1
"The First Night (radio version)","Monica",1
"The First Night (Razor-N-Guido club mix radio edit)","Monica",1
"The First Night (Razor N. Mix)","Monica",1
"The First Night (Remix)","Monica",1
"The First Night (So So Def Mix)","Monica",1
"The First Night (So So Def remix)","Monica",1
"The First Night (video version)","Monica",1
"The Game of Love","Santana feat. Michelle Branch",1
"The Game of Love (5.1 mix)","Santana featuring Michelle Branch",1
"The Good Stuff","Kenny Chesney",1
"The Greatest Romance Ever Sold (Adam & Eve Remix)","Prince",1
"The Greatest Romance Ever Sold (album version)","Prince",1
"The Greatest Romance Ever Sold (call out research hook)","Prince",1
"The Greatest Romance Ever Sold (Jason Nevin's Romance Beats)","Prince",1
"The Greatest Romance Ever Sold (Jason Nevins Extended Remix)","Prince",1
"The Greatest Romance Ever Sold (Jason Nevins remix edit)","Prince",1
"The Greatest Romance Ever Sold (Jason Nevins Remix Edit)","Prince",1
"The Greatest Romance Ever Sold (Jason Nevins Romance Beats)","Prince",1
"The Greatest Romance Ever Sold (Neptunes Extended Remix)","Prince",1
"The Greatest Romance Ever Sold (Neptunes Remix Edit)","Prince",1
"The Greatest Romance Ever Sold (Neptunes remix)","Prince",1
"The Greatest Romance Ever Sold (original radio edit)","Prince",1
"The Greatest Romance Ever Sold (radio edit)","Prince",1
"The Hardest Thing","98 Degrees",1
"The Impossible (single version)","Joe Nichols",1
"The Itch (DJ Scribble's Club Mix)","Vitamin C",1
"The Itch (DJ Skribbles radio edit)","Vitamin C",1
"The Jump Off","Lil’ Kim & Mr. Cheeks",1
"The Jump Off (7gemini remix)","Lil’ Kim feat. Mr. Cheeks",1
"The Jump Off (acapella)","Lil' Kim feat. Mr. Cheeks",1
"The Jump Off (clean version)","Lil' Kim feat. Mr. Cheeks",1
"The Jump Off (Nappy Doggout remix)","Lil’ Kim feat. Mr. Cheeks",1
"The Jump Off (Tomekk remix)","Lil’ Kim feat. Mr. Cheeks",1
"The Little Girl","John Michael Montgomery",1
"The Love Song","Jeff Bates",1
"The Next Episode","Dr. Dre & Snoop Dogg",1
"The Next Episode","Dr. Dre feat. Nate Dogg",1
"The Next Episode","Dr. Dre featuring Snoop Dogg",1
"The Next Episode","Dr. Dre, Snoop Dogg",1
"The Next Episode","Dr. Dre, Snoop Dogg, Kurupt & Nate Dogg",1
"The Next Episode","J.Period & Nate Dogg",1
"The Next Episode (bucaneroestilo remix)","Dr. Dre feat. Snoop Dogg & Nate Dogg",1
"The Next Episode (HEDEGAARD Remix)","Dr. Dre feat. Snoop Dogg",1
"The Next Episode (Kraddy remix)","Dr. Dre & Snoop Dogg",1
"The One","Gary Allan",1
"The One (album version)","Backstreet Boys",1
"The One (DJR remix)","Backstreet Boys",1
"The One (instrumental)","Backstreet Boys",1
"The One (live in Japan)","Backstreet Boys",1
"The One (live)","Backstreet Boys",1
"The One (video)","Backstreet Boys",1
"The One You Love","Paulina Rubio",1
"The One You Love (Mike Rizzo remix)","Paulina Rubio",1
"The Outsider (acoustic)","A Perfect Circle",1
"The Outsider (director’s cut)","A Perfect Circle",1
"The Outsider (edited)","A Perfect Circle",1
"The Outsider (live)","A Perfect Circle",1
"The Outsider (LIVE)","A Perfect Circle",1
"The Power Of Good-Bye (Dallas' Low End Mix)","Madonna",1
"The Power of Good-Bye (demo)","Madonna",1
"The Power Of Good-Bye (Fabien's Good God Edit)","Madonna",1
"The Power Of Good-Bye (Fabien's Good God Mix)","Madonna",1
"The Power of Good-Bye (instrumental)","Madonna",1
"The Power Of Good-Bye (Luke Slater's Filtered Mix)","Madonna",1
"The Power Of Good-Bye (Luke Slater's Super Luper)","Madonna",1
"The Power of Good-Bye (Luke Slater Super Luper)","Madonna",1
"The Power of Good-Bye (Real Shout mix)","Madonna",1
"The Power of Good-Bye (Slow Hand mix)","Madonna",1
"The Power of Good‐Bye","Madonna",1
"The Real Slim Shady","Dr. Dre & Eminem",1
"The Real Slim Shady (clean version)","Eminem",1
"The Real Slim Shady (Wicked mix)","Eminem",1
"The Reason (acoustic)","Hoobastank",1
"The Remedy (acoustic version)","Jason Mraz",1
"The Remedy (I Won’t Worry)","Jason Mraz",1
"The Set Up","Obie Trice feat. Redman & Nate Dogg",1
"The Star Spangled Banner","Whitney Houston",1
"The Streets","J.Period & Nate Dogg f. WC & Snoop Dogg",1
"The Streets","WC feat. Nate Dogg",1
"The Streets","WC feat. Snoop Dogg",1
"The Streets","WC feat. Snoop Dogg & Nate Dogg",1
"The Streets","WC feat. Snoop Dogg and Nate Dogg",1
"The Streets (instrumental)","WC feat. Nate Dogg",1
"The Streets (LP version)","WC feat. Nate Dogg",1
"The Streets (radio)","WC feat. Nate Dogg",1
"The Streets (re-twist)","WC feat. Snoop Dogg & Nate Dogg",1
"The Streets (re-twist)","WC feat. Snoop Dogg and Nate Dogg",1
"The Streets (re-twist) (explicit)","WC feat. Snoop Dogg & Nate Dogg",1
"The Streets (re-twist) (radio edit)","WC feat. Snoop Dogg & Nate Dogg",1
"The Streets (remix)","WC feat. Snoop Dogg",1
"The Streets (video)","WC feat. Snoop Dogg & Nate Dogg",1
"The Way I Am (a cappella version)","Eminem",1
"The Way I Am (clean album version)","Eminem",1
"The Way I Am (clean edit)","Eminem",1
"The Way I Am (instrumental version)","Eminem",1
"The Way I Am (instrumental)","Eminem",1
"The Way I Am (LP version)","Eminem",1
"The Way I Am (radio version)","Eminem",1
"The Way I Am (Semi Blend)","Eminem",1
"The Way I Am (video)","Eminem",1
"the way you love me","Faith Hill",1
"The Way You Love Me (Love to Infinity edit)","Faith Hill",1
"The Way You Love Me (Love to Infinity master mix)","Faith Hill",1
"The Way You Love Me (Love to Infinity Recall radio edit)","Faith Hill",1
"The Way You Love Me (remix version)","Faith Hill",1
"The Way You Love Me (single version)","Faith Hill",1
"The Way You Move","OutKast featuring Sleepy Brown",1
"The Way You Move (clean album version)","OutKast feat. Sleepy Brown",1
"The Way You Move (club mix)","OutKast feat. Sleepy Brown",1
"The Way You Move (Cutmaster Swift remix)","OutKast feat. Sleepy Brown",1
"The Way You Move (Full Phat radio mix)","OutKast feat. Sleepy Brown",1
"The Way You Move (Full Phatt radio mix)","OutKast feat. Sleepy Brown",1
"The Way You Move (radio edit)","OutKast feat. Sleepy Brown",1
"The Way You Move (Radio Mix)","OutKast Featuring Sleepy Brown",1
"The Way You Move (single version)","OutKast feat. Sleepy Brown",1
"The Whole World","OutKast featuring Killer Mike",1
"The Whole World (radio edit)","OutKast feat. Killer Mike",1
"The World's Greatest (instrumental)","R. Kelly",1
"The Wreckoning (Mp3 mix)","Boomkat",1
"The Wreckoning (pop radio edit)","Boomkat",1
"The Wreckoning (radio edit)","Boomkat",1
"The Wreckoning (Thunderpuss club mix)","Boomkat",1
"The Wreckoning (Thunderpuss remix radio edit)","Boomkat",1
"Then The Morning Comes","Smash Mouth",1
"There It Is (A Cappella)","Ginuwine",1
"There It Is (Instrumental)","Ginuwine",1
"There It Is (Rhythm radio mix)","Ginuwine",1
"There It Is (Rhythm Radio Remix)","Ginuwine",1
"There It Is (Shit 4 Nothin)","Ginuwine",1
"There She Goes (Ben Grosse mix)","Sixpence None the Richer",1
"There She Goes (Instrumental)","Babyface",1
"There She Goes (Radio Edit)","Babyface",1
"There She Goes (radio mix)","Babyface",1
"There She Goes (remix)","Babyface",1
"there you'll be","Faith Hill",1
"There You Are (remix)","Martina McBride",1
"There You Have It (Live)","Blackhawk",1
"There You’ll Be (From Pearl Harbour)","Faith Hill",1
"These Are the Days (radio edit Und album version)","O‐Town",1
"These Are the Days (radio edit)","O‐Town",1
"These Are the Times (album version)","Dru Hill",1
